sample_name,experiment,cell,VHL,HIF1B,EIF4E2,gRNA_id,oxygen,clone,treatment,fraction,library_ID,ERCC,TSO,input_volume
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo2,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo2,LYS23E,Yes,TSO-10,150
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo3,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo3,LYS23E,Yes,TSO-11,150
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo4,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo4,LYS23E,Yes,TSO-12,150
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo5,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo5,LYS23E,Yes,TSO-13,150
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo6,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo6,LYS23E,Yes,TSO-14,150
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo7,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo7,LYS23E,Yes,TSO-15,150
polysome_786O_noVHL_EIF4E2_NA_4_NA_ribo8,polysome,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,ribo8,LYS23E,Yes,TSO-16,150
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo1,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo1,LYS23F,Yes,TSO-9,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo2,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo2,LYS23F,Yes,TSO-10,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo3,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo3,LYS23F,Yes,TSO-11,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo4,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo4,LYS23F,Yes,TSO-12,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo5,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo5,LYS23F,Yes,TSO-13,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo6,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo6,LYS23F,Yes,TSO-14,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo7,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo7,LYS23F,Yes,TSO-15,75
polysome_786O_VHL_noEIF4E2_g1_1_NA_ribo8,polysome,786O,VHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo8,LYS23F,Yes,TSO-16,75
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo1,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo1,LYS23H,Yes,TSO-1,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo2,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo2,LYS23H,Yes,TSO-2,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo3,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo3,LYS23H,Yes,TSO-3,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo4,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo4,LYS23H,Yes,TSO-4,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo5,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo5,LYS23H,Yes,TSO-5,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo6,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo6,LYS23H,Yes,TSO-6,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo7,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo7,LYS23H,Yes,TSO-7,150
polysome_786O_VHL_noEIF4E2_g2_1_NA_ribo8,polysome,786O,VHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo8,LYS23H,Yes,TSO-8,150
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo1,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo1,LYS23F,Yes,TSO-1,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo2,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo2,LYS23F,Yes,TSO-2,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo3,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo3,LYS23F,Yes,TSO-3,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo4,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo4,LYS23F,Yes,TSO-4,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo5,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo5,LYS23F,Yes,TSO-5,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo6,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo6,LYS23F,Yes,TSO-6,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo7,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo7,LYS23F,Yes,TSO-7,75
polysome_786O_noVHL_noEIF4E2_g1_1_NA_ribo8,polysome,786O,noVHL,HIF1B,noEIF4E2,g1,N,1,NA,ribo8,LYS23F,Yes,TSO-8,75
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo1,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo1,LYS23H,Yes,TSO-9,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo2,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo2,LYS23H,Yes,TSO-10,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo3,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo3,LYS23H,Yes,TSO-11,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo4,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo4,LYS23H,Yes,TSO-12,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo5,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo5,LYS23H,Yes,TSO-13,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo6,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo6,LYS23H,Yes,TSO-14,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo7,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo7,LYS23H,Yes,TSO-15,150
polysome_786O_noVHL_noEIF4E2_g2_1_NA_ribo8,polysome,786O,noVHL,HIF1B,noEIF4E2,g2,N,1,NA,ribo8,LYS23H,Yes,TSO-16,150
total_RCC4_VHL_HIF1B_N_1,total,RCC4,VHL,HIF1B,EIF4E2,NA,N,1,NA,NA,LYS17C,No,TSO-1,NA
total_RCC4_VHL_HIF1B_N_3,total,RCC4,VHL,HIF1B,EIF4E2,NA,N,3,NA,NA,LYS17C,No,TSO-2,NA
total_RCC4_VHL_HIF1B_N_4,total,RCC4,VHL,HIF1B,EIF4E2,NA,N,4,NA,NA,LYS17C,No,TSO-13,NA
total_RCC4_noVHL_HIF1B_N_1,total,RCC4,noVHL,HIF1B,EIF4E2,NA,N,1,NA,NA,LYS17C,No,TSO-5,NA
total_RCC4_noVHL_HIF1B_N_3,total,RCC4,noVHL,HIF1B,EIF4E2,NA,N,3,NA,NA,LYS17C,No,TSO-6,NA
total_RCC4_noVHL_HIF1B_N_4,total,RCC4,noVHL,HIF1B,EIF4E2,NA,N,4,NA,NA,LYS17C,No,TSO-4,NA
total_RCC4_VHL_HIF1B_H_1,total,RCC4,VHL,HIF1B,EIF4E2,NA,H,1,NA,NA,LYS18C,No,TSO-1,NA
total_RCC4_VHL_HIF1B_H_3,total,RCC4,VHL,HIF1B,EIF4E2,NA,H,3,NA,NA,LYS18C,No,TSO-7,NA
total_RCC4_VHL_HIF1B_H_4,total,RCC4,VHL,HIF1B,EIF4E2,NA,H,4,NA,NA,LYS18C,No,TSO-13,NA
total_RCC4_noVHL_HIF1B_H_1,total,RCC4,noVHL,HIF1B,EIF4E2,NA,H,1,NA,NA,LYS18C,No,TSO-5,NA
total_RCC4_noVHL_HIF1B_H_3,total,RCC4,noVHL,HIF1B,EIF4E2,NA,H,3,NA,NA,LYS18C,No,TSO-3,NA
total_RCC4_noVHL_HIF1B_H_4,total,RCC4,noVHL,HIF1B,EIF4E2,NA,H,4,NA,NA,LYS18C,No,TSO-4,NA
total_786O_VHL_HIF1B_N_1,total,786O,VHL,HIF1B,EIF4E2,NA,N,1,NA,NA,LYS17A,No,TSO-5,NA
total_786O_VHL_HIF1B_N_2,total,786O,VHL,HIF1B,EIF4E2,NA,N,2,NA,NA,LYS17A,No,TSO-6,NA
total_786O_VHL_HIF1B_N_3,total,786O,VHL,HIF1B,EIF4E2,NA,N,3,NA,NA,LYS17A,No,TSO-7,NA
total_786O_VHL_HIF1B_N_4,total,786O,VHL,HIF1B,EIF4E2,NA,N,4,NA,NA,LYS17A,No,TSO-13,NA
total_786O_noVHL_HIF1B_N_1,total,786O,noVHL,HIF1B,EIF4E2,NA,N,1,NA,NA,LYS17A,No,TSO-1,NA
total_786O_noVHL_HIF1B_N_2,total,786O,noVHL,HIF1B,EIF4E2,NA,N,2,NA,NA,LYS17A,No,TSO-2,NA
total_786O_noVHL_HIF1B_N_3,total,786O,noVHL,HIF1B,EIF4E2,NA,N,3,NA,NA,LYS17A,No,TSO-3,NA
total_786O_noVHL_HIF1B_N_4,total,786O,noVHL,HIF1B,EIF4E2,NA,N,4,NA,NA,LYS17A,No,TSO-4,NA
total_786O_VHL_noHIF1B_N_1,total,786O,VHL,noHIF1B,EIF4E2,NA,N,1,NA,NA,LYS17B,No,TSO-5,NA
total_786O_VHL_noHIF1B_N_2,total,786O,VHL,noHIF1B,EIF4E2,NA,N,2,NA,NA,LYS17B,No,TSO-3,NA
total_786O_VHL_noHIF1B_N_3,total,786O,VHL,noHIF1B,EIF4E2,NA,N,3,NA,NA,LYS17B,No,TSO-4,NA
total_786O_noVHL_noHIF1B_N_1,total,786O,noVHL,noHIF1B,EIF4E2,NA,N,1,NA,NA,LYS17B,No,TSO-1,NA
total_786O_noVHL_noHIF1B_N_2,total,786O,noVHL,noHIF1B,EIF4E2,NA,N,2,NA,NA,LYS17B,No,TSO-7,NA
total_786O_noVHL_noHIF1B_N_3,total,786O,noVHL,noHIF1B,EIF4E2,NA,N,3,NA,NA,LYS17B,No,TSO-13,NA
